title,author,isbn,price,description,imageUrl,thumbnailUrl,quantity,year,genres
National Nancys,Fred Hunter,312252331,26.29,"Alex Reynolds and his lover Peter Livesay are campaign volunteers for a liberal senatorial candidate when someone makes good on the daily phoned-in bomb threats, apparently killing the campaign's office manager. Alex, Peter, and Alex's mother reluctantly agree to help uncover the truth about the bombing, but soon find their own lives on the line.",http://images.amazon.com/images/P/0312252331.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252331.01.MZZZZZZZ.jpg,4,2000,Fiction
Native American Postcolonial Psychology (Suny Series in Transpersonal and Humanistic Psychology),Eduardo Duran,791423549,32.4,"This book presents a theoretical discussion of problems and issues encountered in the Native American community from a perspective that accepts Native knowledge as legitimate. Native American cosmology and metaphor are used extensively in order to deal with specific problems such as alcoholism, suicide, family, and community problems. The authors discuss what it means to present material from the perspective of a people who have legitimate ways of knowing and conceptualizing reality and show that it is imperative to understand intergenerational trauma and internalized oppression in order to understand the issues facing Native Americans today.",http://images.amazon.com/images/P/0791423549.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0791423549.01.MZZZZZZZ.jpg,6,1995,Non-fiction
Native Roots: How the Indians Enriched America,Jack Weatherford,449907139,34.93,"""Well written, imagery-ridden...A tale of what was, what became, and what is today regarding the Indian relation to the European civilization that 'grafted' itself onto this ancient system.'""MINNEAPOLIS STAR TRIBUNEConventional American history holds that the white settlers of the New World re-created the societies they had known in England, France, and Spain. But as anthropologist Jack Weatherford, author of INDIAN GIVERS, brilliantly shows, the Europeans actually grafted their civilization onto the deep and nourishing roots of Native American customs and beliefs. Our place names, our farming and hunting techniques, our crafts, the very blood that flows in our veins--all derive from American Indians ways that we consistently fail to see.",http://images.amazon.com/images/P/0449907139.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907139.01.MZZZZZZZ.jpg,3,1992,History & Politics
Native Son (Perennial Classics),Richard A. Wright,60929804,38.93,"Widely acclaimed as one of the finest books ever written on race and class division in America, this powerful novel reflects the forces of poverty, injustice, and hopelessness that continue to shape our society. Right from the start, Bigger Thomas had been headed for jail. It could have been for assault or petty larceny: by chance, it was for murder and rape. ""Native Son"" tells the story of this young black man caught in a downward spiral after he kills a young white woman in a brief moment of panic. Set in Chicago in the 1930s, Wright's powerful novel is an unsparing reflection of the poverty and feelings of hopelessness experienced by people in inner cities across the country.",http://images.amazon.com/images/P/0060929804.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929804.01.MZZZZZZZ.jpg,1,1998,Fiction
Native Tongue,Suzette Haden Elgin,1558612467,15.51,"Called ""fascinating"" by the New York Times upon its first publication in 1984, Native Tongue won wide critical praise and cult status, and has often been compared to the futurist fiction of Margaret Atwood. Set in the twenty-second century, the novel tells of a world where women are once again property, denied civil rights and banned from public life. Earth's wealth depends on interplanetary commerce with alien races, and linguists --a small, clannish group of families --have become the ruling elite by controlling all interplanetary communication. Their women are used to breed perfect translators for all the galaxies' languages. Nazareth Chornyak, the most talented linguist of the family, is exhausted by her constant work translating for trade organizations, supervising the children's language education, running the compound, and caring for the elderly men. She longs to retire to the Barren House, where women past childbearing age knit, chat, and wait to die. What Nazareth comes to discover is that a slow revolution is going on in the Barren Houses: there, word by word, women are creating a language of their own to free them from men's control.""Native Tongue brings to life not only the possibility of a women's language, but a rationale for one,""-Village Voice""Elgin takes up more than linguistics, of course-everything from religion to sexÃ¢Â€Â¦the story is absolutely compelling.""-Women's Review of BooksSuzette Haden Elgin is author of twelve science fiction novels and is widely know for her best-selling series The Gentle Art of Verbal Self-Defense and for The Grandmother Principles. She is director of the Ozark Center for Language Studies and is professor emerita of linguistics at San Diego State University.",http://images.amazon.com/images/P/1558612467.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1558612467.01.MZZZZZZZ.jpg,6,2000,Fiction
Natural Causes,Michael Palmer,553568760,36.16,"Dr. Sarah Baldwin races to a Boston hospital with a young woman whose normal labor has suddenly become a matter of life and death. As she struggles to save both mother and baby, she doesn't know that two other women have already died under horrifying identical circumstances. And so begins Sarah's own nightmare, as she learns that the prenatal herbal vitamins she prescribed are the only thing these women have in common. Soon Sarah is fighting to save her career, her reputation--her life. For she's certain there must be some unknown factor linking these women, and as she gets closer to the truth, it becomes clear that someone will do anything--even murder--to keep a devastating secret.",http://images.amazon.com/images/P/0553568760.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0553568760.01.MZZZZZZZ.jpg,9,1995,Fiction
Natural Depth in Man,Wilson Van Dusen,877851654,20.38,"Psychologist Wilson Van Dusen explores the secret spaces of our inner world with clues drawn from his own personal experience, his work withÂ psychiatricÂ patients, and his study of Eastern and Western philosophy. Drawing from the insights of Swedish visionary Emanuel Swedenborg, Van Dusen discusses self-reflection, dreams, hallucinations, and the mystical experience.",http://images.amazon.com/images/P/0877851654.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0877851654.01.MZZZZZZZ.jpg,8,1972,Religion & Spirituality
Natural Magick: The Essential Witch's Grimoire,Sally Dubats,806523352,24.25,"Aimed at helping the reader use natural gifts from the earth and develop their own intuitive talents, here is a comprehensive guide to the world of Wicca, and the practices, principles, tools, and elements used by modern witches in their daily lives.",http://images.amazon.com/images/P/0806523352.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0806523352.01.MZZZZZZZ.jpg,8,2002,Non-fiction
Naturalist,Edward O. Wilson,1559632887,31.52,"In Naturalist, Wilson describes for the first time both his growth as a scientist and the evolution of the science he has helped define. He traces the trajectory of his life - from a childhood spent exploring the Gulf Coast of Alabama and Florida to life as a tenured professor at Harvard - detailing how his youthful fascination with nature blossomed into a lifelong calling. He recounts with drama and wit the adventures of his days as a student at the University of Alabama and his four decades at Harvard University, where he has achieved renown as both teacher and researcher. As the narrative of Wilson's life unfolds, the reader is treated to an inside look at the origin and development of ideas that guide today's biological research. Theories that are now widely accepted in the scientific world were once untested hypotheses emerging from one man's broad-gauged studies. Throughout Naturalist, we see Wilson's mind and energies constantly striving to help establish many of the central principles of the field of evolutionary biology. The story of Edward O. Wilson's life provides fascinating insights into the making of a scientist and a valuable look at some of the most thought-provoking ideas of our time.",http://images.amazon.com/images/P/1559632887.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1559632887.01.MZZZZZZZ.jpg,3,1994,Biography & Memoir
Nausicaa of the Valley of Wind : Perfect Collection (Vol 1),Hayao Miyazaki,1569310963,33.67,"Hayao Miyazaki was a budding filmmaker in 1982 when he agreed to collaborate on a project with the popular Japanese anime magazine Animage. This was Nausicaa, which would make Miyazaki's reputation as much as his 11 films and TV shows.Set in the far future, Nausicaa visualizes an Earth radically changed by ecological disaster. Strange human kingdoms survive at the edge of the Sea of Corruption, a poisonous fungal forest. Nausicaa, a gentle young princess, has a telepathic bond with the giant mutated insects of this dystopia. Her task is to negotiate peace between kingdoms battling over the last of the world's precious natural resources.Nausicaa took Miyazaki 12 years to create, in part because he worked with few or no assistants, doing both the writing and drawing using a meticulously detailed style that critics have compared to the work of the French artist Moebius.",http://images.amazon.com/images/P/1569310963.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1569310963.01.MZZZZZZZ.jpg,8,1995,"Comics, Manga & Graphic Novels"
Nausicaa of the Valley of Wind : Perfect Collection (Vol 2),Hayao Miyazaki,1569310874,23.86,"Hayao Miyazaki was a budding filmmaker in 1982 when he agreed to collaborate on a project with the popular Japanese anime magazine Animage. This was Nausicaa, which would make Miyazaki's reputation as much as his 11 films and TV shows. Set in the far future, Nausicaa visualizes an Earth radically changed by ecological disaster. Strange human kingdoms survive at the edge of the Sea of Corruption, a poisonous fungal forest. Nausicaa, a gentle young princess, has a telepathic bond with the giant mutated insects of this dystopia. Her task is to negotiate peace between kingdoms battling over the last of the world's precious natural resources. Nausicaa took Miyazaki 12 years to create, in part because he worked with few or no assistants, doing both the writing and drawing using a meticulously detailed style that critics have compared to the work of the French artist Moebius.P",http://images.amazon.com/images/P/1569310874.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/1569310874.01.MZZZZZZZ.jpg,2,1995,Kids & Young Adult
